Year,Region,Region Code,Industry,Industry Code,Measure,Gas type,Value,Value Unit,Value Label,Null Reason
2008,Marlborough,Marlborough Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,27.14,number,Kilotonnes of CO2 equivalent,
2009,Marlborough,Marlborough Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,26.71,number,Kilotonnes of CO2 equivalent,
2010,Marlborough,Marlborough Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,25.74,number,Kilotonnes of CO2 equivalent,
2011,Marlborough,Marlborough Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,24.22,number,Kilotonnes of CO2 equivalent,
2012,Marlborough,Marlborough Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,23.77,number,Kilotonnes of CO2 equivalent,
2013,Marlborough,Marlborough Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,23.88,number,Kilotonnes of CO2 equivalent,
2014,Marlborough,Marlborough Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,25.6,number,Kilotonnes of CO2 equivalent,
2015,Marlborough,Marlborough Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,26.32,number,Kilotonnes of CO2 equivalent,
2016,Marlborough,Marlborough Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,25.42,number,Kilotonnes of CO2 equivalent,
2017,Marlborough,Marlborough Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,24.78,number,Kilotonnes of CO2 equivalent,
2018,Marlborough,Marlborough Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,26.21,number,Kilotonnes of CO2 equivalent,
2007,Northland,Northland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,88.18,number,Kilotonnes of CO2 equivalent,
2008,Northland,Northland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,88.74,number,Kilotonnes of CO2 equivalent,
2009,Northland,Northland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,83.21,number,Kilotonnes of CO2 equivalent,
2010,Northland,Northland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,81.78,number,Kilotonnes of CO2 equivalent,
2011,Northland,Northland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,76.3,number,Kilotonnes of CO2 equivalent,
2012,Northland,Northland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,87.95,number,Kilotonnes of CO2 equivalent,
2013,Northland,Northland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,84.63,number,Kilotonnes of CO2 equivalent,
2014,Northland,Northland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,85.03,number,Kilotonnes of CO2 equivalent,
2015,Northland,Northland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,83.52,number,Kilotonnes of CO2 equivalent,
2016,Northland,Northland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,81.2,number,Kilotonnes of CO2 equivalent,
2017,Northland,Northland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,83.36,number,Kilotonnes of CO2 equivalent,
2018,Northland,Northland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,88.38,number,Kilotonnes of CO2 equivalent,
2007,Otago,Otago Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,142.9,number,Kilotonnes of CO2 equivalent,
2008,Otago,Otago Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,147.44,number,Kilotonnes of CO2 equivalent,
2009,Otago,Otago Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,139.48,number,Kilotonnes of CO2 equivalent,
2010,Otago,Otago Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,133.48,number,Kilotonnes of CO2 equivalent,
2011,Otago,Otago Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,129.05,number,Kilotonnes of CO2 equivalent,
2012,Otago,Otago Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,125.92,number,Kilotonnes of CO2 equivalent,
2013,Otago,Otago Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,128.01,number,Kilotonnes of CO2 equivalent,
2014,Otago,Otago Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,129.04,number,Kilotonnes of CO2 equivalent,
2015,Otago,Otago Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,131.74,number,Kilotonnes of CO2 equivalent,
2016,Otago,Otago Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,135.76,number,Kilotonnes of CO2 equivalent,
2017,Otago,Otago Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,142.89,number,Kilotonnes of CO2 equivalent,
2018,Otago,Otago Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,150.79,number,Kilotonnes of CO2 equivalent,
2007,Southland,Southland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,52.42,number,Kilotonnes of CO2 equivalent,
2008,Southland,Southland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,54.25,number,Kilotonnes of CO2 equivalent,
2009,Southland,Southland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,53.5,number,Kilotonnes of CO2 equivalent,
2010,Southland,Southland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,50.75,number,Kilotonnes of CO2 equivalent,
2011,Southland,Southland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,47.99,number,Kilotonnes of CO2 equivalent,
2012,Southland,Southland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,46.4,number,Kilotonnes of CO2 equivalent,
2013,Southland,Southland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,47.45,number,Kilotonnes of CO2 equivalent,
2014,Southland,Southland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,47.05,number,Kilotonnes of CO2 equivalent,
2015,Southland,Southland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,45.16,number,Kilotonnes of CO2 equivalent,
2016,Southland,Southland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,45.01,number,Kilotonnes of CO2 equivalent,
2017,Southland,Southland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,47.32,number,Kilotonnes of CO2 equivalent,
2018,Southland,Southland Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,50.25,number,Kilotonnes of CO2 equivalent,
2007,Taranaki,Taranaki Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,67.26,number,Kilotonnes of CO2 equivalent,
2008,Taranaki,Taranaki Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,69.09,number,Kilotonnes of CO2 equivalent,
2009,Taranaki,Taranaki Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,67.57,number,Kilotonnes of CO2 equivalent,
2010,Taranaki,Taranaki Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,63.27,number,Kilotonnes of CO2 equivalent,
2011,Taranaki,Taranaki Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,61.17,number,Kilotonnes of CO2 equivalent,
2012,Taranaki,Taranaki Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,62.32,number,Kilotonnes of CO2 equivalent,
2013,Taranaki,Taranaki Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,60.45,number,Kilotonnes of CO2 equivalent,
2014,Taranaki,Taranaki Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,59.83,number,Kilotonnes of CO2 equivalent,
2015,Taranaki,Taranaki Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,59.99,number,Kilotonnes of CO2 equivalent,
2016,Taranaki,Taranaki Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,58.28,number,Kilotonnes of CO2 equivalent,
2017,Taranaki,Taranaki Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,58.29,number,Kilotonnes of CO2 equivalent,
2018,Taranaki,Taranaki Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,61.96,number,Kilotonnes of CO2 equivalent,
2007,"Nelson, Tasman","Tasman, Nelson","Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,54.39,number,Kilotonnes of CO2 equivalent,
2008,"Nelson, Tasman","Tasman, Nelson","Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,57.23,number,Kilotonnes of CO2 equivalent,
2009,"Nelson, Tasman","Tasman, Nelson","Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,55.46,number,Kilotonnes of CO2 equivalent,
2010,"Nelson, Tasman","Tasman, Nelson","Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,54.5,number,Kilotonnes of CO2 equivalent,
2011,"Nelson, Tasman","Tasman, Nelson","Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,53.09,number,Kilotonnes of CO2 equivalent,
2012,"Nelson, Tasman","Tasman, Nelson","Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,52.39,number,Kilotonnes of CO2 equivalent,
2013,"Nelson, Tasman","Tasman, Nelson","Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,53.15,number,Kilotonnes of CO2 equivalent,
2014,"Nelson, Tasman","Tasman, Nelson","Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,52.46,number,Kilotonnes of CO2 equivalent,
2015,"Nelson, Tasman","Tasman, Nelson","Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,51.33,number,Kilotonnes of CO2 equivalent,
2016,"Nelson, Tasman","Tasman, Nelson","Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,52.4,number,Kilotonnes of CO2 equivalent,
2017,"Nelson, Tasman","Tasman, Nelson","Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,56.74,number,Kilotonnes of CO2 equivalent,
2018,"Nelson, Tasman","Tasman, Nelson","Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,60.14,number,Kilotonnes of CO2 equivalent,
2007,Waikato,Waikato Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,256.77,number,Kilotonnes of CO2 equivalent,
2008,Waikato,Waikato Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,263.76,number,Kilotonnes of CO2 equivalent,
2009,Waikato,Waikato Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,262.38,number,Kilotonnes of CO2 equivalent,
2010,Waikato,Waikato Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,249.62,number,Kilotonnes of CO2 equivalent,
2011,Waikato,Waikato Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,233.81,number,Kilotonnes of CO2 equivalent,
2012,Waikato,Waikato Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,234.63,number,Kilotonnes of CO2 equivalent,
2013,Waikato,Waikato Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,230.78,number,Kilotonnes of CO2 equivalent,
2014,Waikato,Waikato Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,235.05,number,Kilotonnes of CO2 equivalent,
2015,Waikato,Waikato Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,225.72,number,Kilotonnes of CO2 equivalent,
2016,Waikato,Waikato Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,225.35,number,Kilotonnes of CO2 equivalent,
2017,Waikato,Waikato Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,237.33,number,Kilotonnes of CO2 equivalent,
2018,Waikato,Waikato Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,252.42,number,Kilotonnes of CO2 equivalent,
2007,Wellington,Wellington Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,419.29,number,Kilotonnes of CO2 equivalent,
2008,Wellington,Wellington Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,439.72,number,Kilotonnes of CO2 equivalent,
2009,Wellington,Wellington Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,421.55,number,Kilotonnes of CO2 equivalent,
2010,Wellington,Wellington Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,414.05,number,Kilotonnes of CO2 equivalent,
2011,Wellington,Wellington Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,398.68,number,Kilotonnes of CO2 equivalent,
2012,Wellington,Wellington Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,379.61,number,Kilotonnes of CO2 equivalent,
2013,Wellington,Wellington Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,378.17,number,Kilotonnes of CO2 equivalent,
2014,Wellington,Wellington Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,365.54,number,Kilotonnes of CO2 equivalent,
2015,Wellington,Wellington Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,355.88,number,Kilotonnes of CO2 equivalent,
2016,Wellington,Wellington Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,368.28,number,Kilotonnes of CO2 equivalent,
2017,Wellington,Wellington Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,377.01,number,Kilotonnes of CO2 equivalent,
2018,Wellington,Wellington Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,402.92,number,Kilotonnes of CO2 equivalent,
2007,West Coast,West Coast Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,21.53,number,Kilotonnes of CO2 equivalent,
2008,West Coast,West Coast Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,22.68,number,Kilotonnes of CO2 equivalent,
2009,West Coast,West Coast Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,21.99,number,Kilotonnes of CO2 equivalent,
2010,West Coast,West Coast Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,20.8,number,Kilotonnes of CO2 equivalent,
2011,West Coast,West Coast Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,20.1,number,Kilotonnes of CO2 equivalent,
2012,West Coast,West Coast Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,20.25,number,Kilotonnes of CO2 equivalent,
2013,West Coast,West Coast Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,19.93,number,Kilotonnes of CO2 equivalent,
2014,West Coast,West Coast Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,19.26,number,Kilotonnes of CO2 equivalent,
2015,West Coast,West Coast Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,18.59,number,Kilotonnes of CO2 equivalent,
2016,West Coast,West Coast Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,17.71,number,Kilotonnes of CO2 equivalent,
2017,West Coast,West Coast Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,19.03,number,Kilotonnes of CO2 equivalent,
2018,West Coast,West Coast Region,"Services excluding transport, postal, and warehousing","F,G,H,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,20.03,number,Kilotonnes of CO2 equivalent,
2007,Auckland,Auckland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,1814.01,number,Kilotonnes of CO2 equivalent,
2008,Auckland,Auckland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,1885.13,number,Kilotonnes of CO2 equivalent,
2009,Auckland,Auckland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,1864.69,number,Kilotonnes of CO2 equivalent,
2010,Auckland,Auckland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,1841.81,number,Kilotonnes of CO2 equivalent,
2011,Auckland,Auckland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,1813.13,number,Kilotonnes of CO2 equivalent,
2012,Auckland,Auckland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,1740.85,number,Kilotonnes of CO2 equivalent,
2013,Auckland,Auckland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,1765.77,number,Kilotonnes of CO2 equivalent,
2014,Auckland,Auckland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,1749.16,number,Kilotonnes of CO2 equivalent,
2015,Auckland,Auckland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,1836.44,number,Kilotonnes of CO2 equivalent,
2016,Auckland,Auckland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,1868.8,number,Kilotonnes of CO2 equivalent,
2017,Auckland,Auckland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,1958.93,number,Kilotonnes of CO2 equivalent,
2018,Auckland,Auckland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,2085.38,number,Kilotonnes of CO2 equivalent,
2007,Bay of Plenty,Bay of Plenty Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,359.16,number,Kilotonnes of CO2 equivalent,
2008,Bay of Plenty,Bay of Plenty Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,375.13,number,Kilotonnes of CO2 equivalent,
2009,Bay of Plenty,Bay of Plenty Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,369.97,number,Kilotonnes of CO2 equivalent,
2010,Bay of Plenty,Bay of Plenty Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,375.19,number,Kilotonnes of CO2 equivalent,
2011,Bay of Plenty,Bay of Plenty Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,365.79,number,Kilotonnes of CO2 equivalent,
2012,Bay of Plenty,Bay of Plenty Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,357.98,number,Kilotonnes of CO2 equivalent,
2013,Bay of Plenty,Bay of Plenty Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,355.22,number,Kilotonnes of CO2 equivalent,
2014,Bay of Plenty,Bay of Plenty Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,342.64,number,Kilotonnes of CO2 equivalent,
2015,Bay of Plenty,Bay of Plenty Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,357.2,number,Kilotonnes of CO2 equivalent,
