Year,Measure,Language group,Language,Language Code,Gender,Age group,Value,Value Unit,Value Label,Null Reason
2011,Non-formal EFTS in language courses,International,Tongan,Tongan,Male,Total,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,Tongan,Tongan,Male,Total,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,Tongan,Tongan,Male,Total,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,Tongan,Tongan,Male,Total,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,Tongan,Tongan,Male,Total,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,Tongan,Tongan,Male,Total,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,Tongan,Tongan,Male,Total,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,Tongan,Tongan,Male,Total,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,Tongan,Tongan,Male,Total,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,Tongan,Tongan,Total,*-17,0,number,Number of students,
2011,Non-formal students in language courses,International,Tongan,Tongan,Total,*-17,0,number,Number of students,
2012,Non-formal students in language courses,International,Tongan,Tongan,Total,*-17,0,number,Number of students,
2013,Non-formal students in language courses,International,Tongan,Tongan,Total,*-17,0,number,Number of students,
2014,Non-formal students in language courses,International,Tongan,Tongan,Total,*-17,0,number,Number of students,
2015,Non-formal students in language courses,International,Tongan,Tongan,Total,*-17,0,number,Number of students,
2016,Non-formal students in language courses,International,Tongan,Tongan,Total,*-17,0,number,Number of students,
2017,Non-formal students in language courses,International,Tongan,Tongan,Total,*-17,0,number,Number of students,
2018,Non-formal students in language courses,International,Tongan,Tongan,Total,*-17,0,number,Number of students,
2019,Non-formal students in language courses,International,Tongan,Tongan,Total,*-17,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,*-17,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,*-17,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,*-17,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,*-17,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,*-17,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,*-17,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,*-17,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,*-17,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,*-17,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,*-17,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,Tongan,Tongan,Total,18-24,0,number,Number of students,
2011,Non-formal students in language courses,International,Tongan,Tongan,Total,18-24,0,number,Number of students,
2012,Non-formal students in language courses,International,Tongan,Tongan,Total,18-24,10,number,Number of students,
2013,Non-formal students in language courses,International,Tongan,Tongan,Total,18-24,0,number,Number of students,
2014,Non-formal students in language courses,International,Tongan,Tongan,Total,18-24,0,number,Number of students,
2015,Non-formal students in language courses,International,Tongan,Tongan,Total,18-24,0,number,Number of students,
2016,Non-formal students in language courses,International,Tongan,Tongan,Total,18-24,0,number,Number of students,
2017,Non-formal students in language courses,International,Tongan,Tongan,Total,18-24,0,number,Number of students,
2018,Non-formal students in language courses,International,Tongan,Tongan,Total,18-24,0,number,Number of students,
2019,Non-formal students in language courses,International,Tongan,Tongan,Total,18-24,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,18-24,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,18-24,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,18-24,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,18-24,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,18-24,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,18-24,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,18-24,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,18-24,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,18-24,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,18-24,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,Tongan,Tongan,Total,25-39,0,number,Number of students,
2011,Non-formal students in language courses,International,Tongan,Tongan,Total,25-39,0,number,Number of students,
2012,Non-formal students in language courses,International,Tongan,Tongan,Total,25-39,20,number,Number of students,
2013,Non-formal students in language courses,International,Tongan,Tongan,Total,25-39,0,number,Number of students,
2014,Non-formal students in language courses,International,Tongan,Tongan,Total,25-39,0,number,Number of students,
2015,Non-formal students in language courses,International,Tongan,Tongan,Total,25-39,0,number,Number of students,
2016,Non-formal students in language courses,International,Tongan,Tongan,Total,25-39,0,number,Number of students,
2017,Non-formal students in language courses,International,Tongan,Tongan,Total,25-39,0,number,Number of students,
2018,Non-formal students in language courses,International,Tongan,Tongan,Total,25-39,0,number,Number of students,
2019,Non-formal students in language courses,International,Tongan,Tongan,Total,25-39,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,25-39,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,25-39,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,25-39,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,25-39,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,25-39,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,25-39,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,25-39,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,25-39,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,25-39,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,25-39,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,Tongan,Tongan,Total,40-*,0,number,Number of students,
2011,Non-formal students in language courses,International,Tongan,Tongan,Total,40-*,0,number,Number of students,
2012,Non-formal students in language courses,International,Tongan,Tongan,Total,40-*,35,number,Number of students,
2013,Non-formal students in language courses,International,Tongan,Tongan,Total,40-*,0,number,Number of students,
2014,Non-formal students in language courses,International,Tongan,Tongan,Total,40-*,0,number,Number of students,
2015,Non-formal students in language courses,International,Tongan,Tongan,Total,40-*,0,number,Number of students,
2016,Non-formal students in language courses,International,Tongan,Tongan,Total,40-*,0,number,Number of students,
2017,Non-formal students in language courses,International,Tongan,Tongan,Total,40-*,0,number,Number of students,
2018,Non-formal students in language courses,International,Tongan,Tongan,Total,40-*,0,number,Number of students,
2019,Non-formal students in language courses,International,Tongan,Tongan,Total,40-*,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,40-*,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,40-*,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,40-*,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,40-*,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,40-*,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,40-*,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,40-*,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,40-*,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,40-*,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,40-*,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,Tongan,Tongan,Total,Total,0,number,Number of students,
2011,Non-formal students in language courses,International,Tongan,Tongan,Total,Total,0,number,Number of students,
2012,Non-formal students in language courses,International,Tongan,Tongan,Total,Total,70,number,Number of students,
2013,Non-formal students in language courses,International,Tongan,Tongan,Total,Total,0,number,Number of students,
2014,Non-formal students in language courses,International,Tongan,Tongan,Total,Total,0,number,Number of students,
2015,Non-formal students in language courses,International,Tongan,Tongan,Total,Total,0,number,Number of students,
2016,Non-formal students in language courses,International,Tongan,Tongan,Total,Total,0,number,Number of students,
2017,Non-formal students in language courses,International,Tongan,Tongan,Total,Total,0,number,Number of students,
2018,Non-formal students in language courses,International,Tongan,Tongan,Total,Total,0,number,Number of students,
2019,Non-formal students in language courses,International,Tongan,Tongan,Total,Total,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,Total,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,Total,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,Total,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,Total,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,Total,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,Total,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,Total,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,Total,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,Total,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,Tongan,Tongan,Total,Total,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,Turkish,Turkish,Female,*-17,0,number,Number of students,
2011,Non-formal students in language courses,International,Turkish,Turkish,Female,*-17,0,number,Number of students,
2012,Non-formal students in language courses,International,Turkish,Turkish,Female,*-17,0,number,Number of students,
2013,Non-formal students in language courses,International,Turkish,Turkish,Female,*-17,0,number,Number of students,
2014,Non-formal students in language courses,International,Turkish,Turkish,Female,*-17,0,number,Number of students,
2015,Non-formal students in language courses,International,Turkish,Turkish,Female,*-17,0,number,Number of students,
2016,Non-formal students in language courses,International,Turkish,Turkish,Female,*-17,0,number,Number of students,
2017,Non-formal students in language courses,International,Turkish,Turkish,Female,*-17,0,number,Number of students,
2018,Non-formal students in language courses,International,Turkish,Turkish,Female,*-17,0,number,Number of students,
2019,Non-formal students in language courses,International,Turkish,Turkish,Female,*-17,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,*-17,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,*-17,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,*-17,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,*-17,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,*-17,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,*-17,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,*-17,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,*-17,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,*-17,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,*-17,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,Turkish,Turkish,Female,18-24,0,number,Number of students,
2011,Non-formal students in language courses,International,Turkish,Turkish,Female,18-24,0,number,Number of students,
2012,Non-formal students in language courses,International,Turkish,Turkish,Female,18-24,0,number,Number of students,
2013,Non-formal students in language courses,International,Turkish,Turkish,Female,18-24,0,number,Number of students,
2014,Non-formal students in language courses,International,Turkish,Turkish,Female,18-24,0,number,Number of students,
2015,Non-formal students in language courses,International,Turkish,Turkish,Female,18-24,0,number,Number of students,
2016,Non-formal students in language courses,International,Turkish,Turkish,Female,18-24,0,number,Number of students,
2017,Non-formal students in language courses,International,Turkish,Turkish,Female,18-24,0,number,Number of students,
2018,Non-formal students in language courses,International,Turkish,Turkish,Female,18-24,0,number,Number of students,
2019,Non-formal students in language courses,International,Turkish,Turkish,Female,18-24,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,18-24,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,18-24,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,18-24,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,18-24,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,18-24,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,18-24,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,18-24,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,18-24,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,18-24,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,18-24,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,Turkish,Turkish,Female,25-39,0,number,Number of students,
2011,Non-formal students in language courses,International,Turkish,Turkish,Female,25-39,5,number,Number of students,
2012,Non-formal students in language courses,International,Turkish,Turkish,Female,25-39,0,number,Number of students,
2013,Non-formal students in language courses,International,Turkish,Turkish,Female,25-39,0,number,Number of students,
2014,Non-formal students in language courses,International,Turkish,Turkish,Female,25-39,0,number,Number of students,
2015,Non-formal students in language courses,International,Turkish,Turkish,Female,25-39,0,number,Number of students,
2016,Non-formal students in language courses,International,Turkish,Turkish,Female,25-39,0,number,Number of students,
2017,Non-formal students in language courses,International,Turkish,Turkish,Female,25-39,0,number,Number of students,
2018,Non-formal students in language courses,International,Turkish,Turkish,Female,25-39,0,number,Number of students,
2019,Non-formal students in language courses,International,Turkish,Turkish,Female,25-39,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,25-39,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,25-39,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,25-39,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,25-39,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,25-39,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,25-39,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,25-39,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,25-39,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,25-39,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,25-39,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,Turkish,Turkish,Female,40-*,0,number,Number of students,
2011,Non-formal students in language courses,International,Turkish,Turkish,Female,40-*,5,number,Number of students,
2012,Non-formal students in language courses,International,Turkish,Turkish,Female,40-*,5,number,Number of students,
2013,Non-formal students in language courses,International,Turkish,Turkish,Female,40-*,0,number,Number of students,
2014,Non-formal students in language courses,International,Turkish,Turkish,Female,40-*,0,number,Number of students,
2015,Non-formal students in language courses,International,Turkish,Turkish,Female,40-*,0,number,Number of students,
2016,Non-formal students in language courses,International,Turkish,Turkish,Female,40-*,0,number,Number of students,
2017,Non-formal students in language courses,International,Turkish,Turkish,Female,40-*,0,number,Number of students,
2018,Non-formal students in language courses,International,Turkish,Turkish,Female,40-*,0,number,Number of students,
2019,Non-formal students in language courses,International,Turkish,Turkish,Female,40-*,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,40-*,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,40-*,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,40-*,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,40-*,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,40-*,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,40-*,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,40-*,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,40-*,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,40-*,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,40-*,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,Turkish,Turkish,Female,Total,0,number,Number of students,
2011,Non-formal students in language courses,International,Turkish,Turkish,Female,Total,5,number,Number of students,
2012,Non-formal students in language courses,International,Turkish,Turkish,Female,Total,10,number,Number of students,
2013,Non-formal students in language courses,International,Turkish,Turkish,Female,Total,0,number,Number of students,
2014,Non-formal students in language courses,International,Turkish,Turkish,Female,Total,0,number,Number of students,
2015,Non-formal students in language courses,International,Turkish,Turkish,Female,Total,0,number,Number of students,
2016,Non-formal students in language courses,International,Turkish,Turkish,Female,Total,0,number,Number of students,
2017,Non-formal students in language courses,International,Turkish,Turkish,Female,Total,0,number,Number of students,
2018,Non-formal students in language courses,International,Turkish,Turkish,Female,Total,0,number,Number of students,
2019,Non-formal students in language courses,International,Turkish,Turkish,Female,Total,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,Total,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,Total,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,Total,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,Total,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,Total,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,Total,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,Total,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,Total,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,Total,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,Turkish,Turkish,Female,Total,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,Turkish,Turkish,Male,*-17,0,number,Number of students,
2011,Non-formal students in language courses,International,Turkish,Turkish,Male,*-17,0,number,Number of students,
2012,Non-formal students in language courses,International,Turkish,Turkish,Male,*-17,0,number,Number of students,
2013,Non-formal students in language courses,International,Turkish,Turkish,Male,*-17,0,number,Number of students,
2014,Non-formal students in language courses,International,Turkish,Turkish,Male,*-17,0,number,Number of students,
2015,Non-formal students in language courses,International,Turkish,Turkish,Male,*-17,0,number,Number of students,
2016,Non-formal students in language courses,International,Turkish,Turkish,Male,*-17,0,number,Number of students,
2017,Non-formal students in language courses,International,Turkish,Turkish,Male,*-17,0,number,Number of students,
2018,Non-formal students in language courses,International,Turkish,Turkish,Male,*-17,0,number,Number of students,
2019,Non-formal students in language courses,International,Turkish,Turkish,Male,*-17,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,*-17,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,*-17,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,*-17,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,*-17,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,*-17,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,*-17,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,*-17,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,*-17,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,*-17,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,*-17,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,Turkish,Turkish,Male,18-24,0,number,Number of students,
2011,Non-formal students in language courses,International,Turkish,Turkish,Male,18-24,0,number,Number of students,
2012,Non-formal students in language courses,International,Turkish,Turkish,Male,18-24,0,number,Number of students,
2013,Non-formal students in language courses,International,Turkish,Turkish,Male,18-24,0,number,Number of students,
2014,Non-formal students in language courses,International,Turkish,Turkish,Male,18-24,0,number,Number of students,
2015,Non-formal students in language courses,International,Turkish,Turkish,Male,18-24,0,number,Number of students,
2016,Non-formal students in language courses,International,Turkish,Turkish,Male,18-24,0,number,Number of students,
2017,Non-formal students in language courses,International,Turkish,Turkish,Male,18-24,0,number,Number of students,
2018,Non-formal students in language courses,International,Turkish,Turkish,Male,18-24,0,number,Number of students,
2019,Non-formal students in language courses,International,Turkish,Turkish,Male,18-24,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,18-24,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,18-24,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,18-24,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,18-24,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,18-24,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,18-24,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,18-24,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,18-24,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,18-24,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,18-24,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,Turkish,Turkish,Male,25-39,0,number,Number of students,
2011,Non-formal students in language courses,International,Turkish,Turkish,Male,25-39,0,number,Number of students,
2012,Non-formal students in language courses,International,Turkish,Turkish,Male,25-39,5,number,Number of students,
2013,Non-formal students in language courses,International,Turkish,Turkish,Male,25-39,0,number,Number of students,
2014,Non-formal students in language courses,International,Turkish,Turkish,Male,25-39,0,number,Number of students,
2015,Non-formal students in language courses,International,Turkish,Turkish,Male,25-39,0,number,Number of students,
2016,Non-formal students in language courses,International,Turkish,Turkish,Male,25-39,0,number,Number of students,
2017,Non-formal students in language courses,International,Turkish,Turkish,Male,25-39,0,number,Number of students,
2018,Non-formal students in language courses,International,Turkish,Turkish,Male,25-39,0,number,Number of students,
2019,Non-formal students in language courses,International,Turkish,Turkish,Male,25-39,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,25-39,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,25-39,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,25-39,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,25-39,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,25-39,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,25-39,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,25-39,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,25-39,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,25-39,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,25-39,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,Turkish,Turkish,Male,40-*,0,number,Number of students,
2011,Non-formal students in language courses,International,Turkish,Turkish,Male,40-*,0,number,Number of students,
2012,Non-formal students in language courses,International,Turkish,Turkish,Male,40-*,5,number,Number of students,
2013,Non-formal students in language courses,International,Turkish,Turkish,Male,40-*,0,number,Number of students,
2014,Non-formal students in language courses,International,Turkish,Turkish,Male,40-*,0,number,Number of students,
2015,Non-formal students in language courses,International,Turkish,Turkish,Male,40-*,0,number,Number of students,
2016,Non-formal students in language courses,International,Turkish,Turkish,Male,40-*,0,number,Number of students,
2017,Non-formal students in language courses,International,Turkish,Turkish,Male,40-*,0,number,Number of students,
2018,Non-formal students in language courses,International,Turkish,Turkish,Male,40-*,0,number,Number of students,
2019,Non-formal students in language courses,International,Turkish,Turkish,Male,40-*,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,40-*,0,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,40-*,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,40-*,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,40-*,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,40-*,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,40-*,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,40-*,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,40-*,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,40-*,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,Turkish,Turkish,Male,40-*,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,Turkish,Turkish,Male,Total,0,number,Number of students,
2011,Non-formal students in language courses,International,Turkish,Turkish,Male,Total,5,number,Number of students,
2012,Non-formal students in language courses,International,Turkish,Turkish,Male,Total,5,number,Number of students,
2013,Non-formal students in language courses,International,Turkish,Turkish,Male,Total,0,number,Number of students,
2014,Non-formal students in language courses,International,Turkish,Turkish,Male,Total,0,number,Number of students,
2015,Non-formal students in language courses,International,Turkish,Turkish,Male,Total,0,number,Number of students,
2016,Non-formal students in language courses,International,Turkish,Turkish,Male,Total,0,number,Number of students,
2017,Non-formal students in language courses,International,Turkish,Turkish,Male,Total,0,number,Number of students,
2018,Non-formal students in language courses,International,Turkish,Turkish,Male,Total,0,number,Number of students,
